"MTurkCode","goal_order","goals","listNum","total_goal","goalType","affordance","approach_avoidance_R","attainability","attainment_maintenance_R","attractiveness_achievement","attractiveness_progress","basic_needs","clarity","commitment","commonality","conflict","connectedness","construal_level","control","difficulty","effort","end_state_specificity_R","external_importance","external_motivation","failure","frequency_R","ideal_motivation","identified_motivation","implementation_intention","importance","initial_time_R","instrumentality","intrinsic_motivation","introjected_motivation","meaningfulness","measurability","other_resources","ought_motivation","procrastination","regret","self_resources","social_desirability","specificity","temporal_duration","urgency","visibility"
"A3989GRV3UV5VW",3,"I want to learn to speak Vietnamese.",3,3,"long-term",6,7,7,5,5,6,4,4,5,3,1,2,4,5,6,4,1,5,1,1,1,6,4,4,5,8,3,5,1,4,4,6,1,4,4,7,4,7,4,6,3
"A1BG47GSHQ9WSU",1,"I want to lose 10-15 pounds over the next 3 months.",2,2,"short-term",6,7,8,6,5,5,7,7,5,7,3,2,4,7,4,5,2,3,4,1,2,5,4,5,5,6,5,1,4,6,7,4,2,2,4,7,7,4,3,5,3
"A1BG47GSHQ9WSU",2,"I want to earn at least $1500 every month from traditional means of income",2,2,"recurrance",4,7,7,3,5,5,6,6,5,5,3,2,5,3,5,6,3,4,3,1,1,4,5,5,5,6,2,2,3,5,6,4,2,2,4,5,6,6,3,3,2
"A350SLJRMBIFM4",1,"My goal is to teach my dog to recognize numbers and quantities up to ten in three months.",4,4,"long-term",6,7,9,7,5,6,1,5,4,1,1,1,1,4,3,4,3,1,1,1,2,4,5,5,2,4,1,5,1,6,6,2,1,2,3,6,2,7,3,1,7
"A350SLJRMBIFM4",2,"My goal is to harvest tomatoes from my own vegetable garden in four months.",4,4,"long-term",6,7,8,6,6,6,5,6,6,5,1,4,3,7,3,4,3,3,5,3,NA,5,6,5,5,8,4,5,2,4,6,3,1,6,5,6,5,6,3,5,1
"A350SLJRMBIFM4",3,"My goal is to lose 12 pounds in three months.",4,4,"short-term",6,7,10,6,6,6,7,6,7,7,1,3,3,6,4,6,3,1,2,3,2,7,7,6,7,6,5,6,2,6,7,2,2,5,6,7,6,7,3,5,2
"A350SLJRMBIFM4",4,"My goal is to make at least $400 every month on MTurk.",4,4,"recurrance",4,5,9,5,4,4,7,6,7,1,6,2,3,6,4,6,2,7,7,3,1,4,7,5,7,5,1,1,6,5,7,5,6,2,6,6,3,7,3,6,3
"A1BIJGB7XA0GME",1,"To finish saving money to get my roof repaired next month before the rainey season starts here in FL.",3,3,"short-term",6,7,11,1,6,7,7,7,7,7,2,1,4,7,3,6,3,7,7,1,2,1,7,7,7,6,1,1,3,3,7,7,7,3,7,7,7,7,3,7,7
"A1BIJGB7XA0GME",2,"My goal is to go to the dentist to get the rest of my dental implants before summer.",3,3,"short-term",5,7,11,1,7,7,7,7,7,7,1,1,7,7,5,2,3,4,1,2,2,5,7,7,7,7,1,1,7,7,7,7,3,6,7,7,7,7,3,5,7
"A1BIJGB7XA0GME",3,"Clean and organize and paint my barn before the end of summer. I will also taken any items I don't need to the charity store.",3,3,"long-term",7,7,10,1,5,5,7,7,6,5,1,1,3,7,4,5,1,5,7,3,1,3,7,6,5,6,1,1,7,5,7,7,1,7,5,7,7,6,3,3,7
"A5A14MTB35J23",1,"Complete 3 rounds of boxing within VR device (Oculus) at least 4 times a week.",5,6,"recurrance",7,7,9,5,5,6,7,7,7,1,2,5,1,6,5,7,2,4,2,1,1,5,5,6,6,5,5,5,1,2,7,5,2,2,2,7,5,7,3,6,4
"A5A14MTB35J23",2,"Have raw vegetables (carrots, celery, broccoli, etc.) with my lunch sandwich at least 3 times a week.",5,6,"recurrance",7,7,8,4,6,6,6,7,6,2,1,NA,1,6,5,4,3,4,1,1,1,4,5,7,5,4,4,1,1,1,7,6,1,4,3,7,5,7,3,5,5
"A5A14MTB35J23",3,"Complete art project involving framing of old National Geographic magazines by end of May.",5,6,"short-term",7,4,10,7,5,6,1,5,6,1,1,1,1,7,4,2,3,1,1,1,2,1,1,7,5,6,1,5,1,6,7,6,1,6,6,6,4,7,3,4,7
"A5A14MTB35J23",4,"Have lunch with my cousin at least once a month for the rest of the year.",5,6,"recurrance",5,4,8,1,6,5,1,6,6,1,NA,1,4,5,4,2,3,2,1,3,1,6,6,4,6,4,1,7,1,6,7,5,2,3,6,7,5,6,4,5,6
"A5A14MTB35J23",5,"Save $5000 in my children's 529 Plans by the end of the year.",5,6,"long-term",5,4,8,7,6,6,1,6,6,4,1,1,7,4,7,4,3,6,4,1,2,7,7,7,6,8,3,1,3,7,7,6,4,2,5,6,6,7,4,4,7
"A3EXD5E390Z6B3",1,"Exercise for 60 minutes a day 5 times a week",3,3,"recurrance",3,7,9,5,7,7,5,6,5,6,5,2,5,5,7,7,3,4,4,3,1,6,6,6,4,8,5,3,4,6,6,5,3,4,3,7,7,5,4,3,3
"A3EXD5E390Z6B3",2,"Spend 1 hour a day completely unplugged with my kids",3,3,"recurrance",4,7,8,2,7,7,3,6,4,4,4,3,2,6,7,6,3,7,3,3,1,7,7,5,7,4,4,5,7,7,6,6,6,3,4,5,7,4,3,4,2
"A3EXD5E390Z6B3",3,"Earn an extra $500 every month to pay towards savings",3,3,"short-term",4,7,6,1,6,5,4,7,7,7,7,2,2,4,7,7,3,7,7,1,1,3,6,7,7,7,2,1,1,2,7,7,7,4,5,7,7,7,3,7,7
"A2SKOPFTRTNFUY",1,"My goal is to lose a minimum of 15 pounds by June 30, 2021 by counting calories and exercising.",4,3,"short-term",6,7,9,7,7,5,7,6,7,6,1,4,6,7,7,4,3,6,1,1,2,7,7,7,7,1,6,3,1,5,7,6,1,2,5,6,6,7,3,6,4
"A2SKOPFTRTNFUY",2,"My goal is to complete a minimum of 200 surveys each week on Amazon Mechanical Turk for each of the next 12 consecutive weeks.",4,3,"recurrance",6,7,9,7,6,6,4,7,7,1,1,4,6,7,7,7,3,1,1,1,2,4,6,7,7,4,4,7,1,4,7,4,1,2,5,7,4,7,3,6,1
"A2SKOPFTRTNFUY",3,"My goal is to earn a minimum of $100 per week on Amazon Mechanical Turk for each of the next 12 consecutive weeks.",4,3,"recurrance",5,7,9,7,6,6,1,7,7,1,1,4,4,7,6,6,3,6,1,1,1,5,5,7,4,4,4,7,1,4,7,4,1,2,4,7,NA,7,3,4,1
"A2SKOPFTRTNFUY",4,"My goal is to reduce my alcohol intake from daily to no more than   one day per week for the next 12 consecutive weeks.                                                                                    ne next 12 consecutive weeks",4,3,"recurrance",4,1,9,7,7,7,7,7,7,2,1,6,6,7,7,7,2,6,6,1,1,7,7,7,7,1,7,1,5,7,7,6,5,5,6,6,6,7,3,7,4
"A1U8LTCX5XYJ45",1,"my goal over the next three months and beyond is to exercise every other day to help build energy and muscle. this goal will be ongoing for the rest of my life.",3,3,"long-term",7,7,11,7,7,7,7,7,7,7,1,1,4,7,7,7,2,1,1,1,1,7,7,7,7,8,7,4,1,7,7,7,1,1,7,7,7,4,4,7,4
"A1U8LTCX5XYJ45",2,"my goal is to finish school and find a new job, this is going to take a little over a year from now.",3,3,"long-term",7,7,11,7,7,7,1,7,7,7,1,4,7,7,4,7,3,7,7,1,2,7,7,7,7,7,7,4,7,4,7,7,7,4,7,7,7,7,4,7,7
"A1U8LTCX5XYJ45",3,"my goal is to not spend any money for unnecessary things, and save up for important moments. this will also be a life long thing.",3,3,"long-term",7,1,11,7,7,7,4,7,7,7,1,4,4,7,1,1,1,7,4,1,1,7,7,4,7,8,7,4,7,7,7,7,4,1,7,7,7,1,4,4,4
"A1W7I6FN183I8F",1,"I intend to exercise at least four days every week.",5,7,"recurrance",6,7,9,2,6,7,5,7,7,6,2,4,4,5,7,7,2,2,2,2,1,7,6,5,6,6,6,2,6,6,6,5,1,2,6,6,7,3,4,4,6
"A1W7I6FN183I8F",2,"I plan on saving more for retirement by putting at least 7% of my bi-weekly paycheck away.",5,7,"recurrance",4,7,10,3,6,5,5,6,6,5,2,3,2,3,4,5,3,5,1,1,1,3,6,7,7,7,6,1,2,4,7,7,3,2,7,6,7,7,4,2,7
"A1W7I6FN183I8F",3,"In the next three months, I plan on improving my home. This includes painting outside, installing a new sump pump and resealing my driveway.",5,7,"short-term",5,6,8,7,7,6,3,6,6,4,3,2,1,5,4,5,3,4,5,1,2,1,7,6,5,6,4,2,5,3,7,5,5,4,6,6,6,6,3,5,6
"A1W7I6FN183I8F",4,"I want to spend more time with my family by committing to spend an hour with them each day.",5,7,"recurrance",3,7,10,3,4,7,4,4,6,7,5,2,4,5,4,6,2,7,3,3,1,5,7,5,7,8,4,7,5,7,4,7,3,5,7,7,7,2,4,5,4
"A1W7I6FN183I8F",5,"For my last goal, I want to read more. I will accomplish this by setting 20 minutes aside each day before I go to bed.",5,7,"recurrance",5,6,7,3,6,6,2,5,4,4,1,1,3,7,2,3,3,2,1,1,1,6,3,4,4,6,4,7,1,5,5,5,1,5,4,7,5,3,3,1,3
"A1SL72YBUW8Q8K",1,"My goal is to exercise moderately at least six days each week.",4,4,"recurrance",7,7,10,4,7,7,7,7,7,7,1,4,4,7,4,7,3,4,1,3,1,7,7,4,7,6,7,4,1,7,7,6,1,4,7,7,7,7,NA,7,7
"A1SL72YBUW8Q8K",2,"My goal is to maintain a healthy eating pattern every day.",4,4,"recurrance",7,7,9,7,7,7,7,7,7,7,1,5,5,7,6,5,3,4,1,3,1,7,7,6,6,8,7,4,1,4,7,4,1,5,5,7,7,7,4,7,4
"A1SL72YBUW8Q8K",3,"My goal is to plant a garden this spring and work in it every day to harvest food in the fall.",4,4,"short-term",7,7,10,7,7,7,6,7,7,4,1,1,6,7,6,5,3,7,6,1,2,7,7,7,7,8,1,6,5,7,7,6,1,1,7,7,7,7,3,6,7
"A1SL72YBUW8Q8K",4,"My goal is to choose something to straighten or reorganize every day.",4,4,"recurrance",7,7,9,7,7,7,3,7,7,6,1,1,4,7,3,5,1,3,1,1,1,4,7,4,5,1,1,2,1,7,3,2,1,4,4,7,7,5,NA,4,1
"A1ZT0TLZZTT47M",1,"get in better shape overall",5,6,"recurrance",4,6,10,1,6,5,6,6,6,6,2,3,6,7,4,6,NA,4,2,3,1,6,6,5,6,8,5,2,2,6,4,6,2,2,4,6,6,2,4,4,5
"A1ZT0TLZZTT47M",2,"practice my musical instruments at least 1 hour daily",5,6,"recurrance",4,7,10,7,6,6,2,6,7,2,4,5,6,7,5,5,2,4,2,1,1,6,6,6,6,6,4,6,2,4,6,5,2,4,5,7,5,5,3,6,4
"A1ZT0TLZZTT47M",3,"organize a musical recording/video for Fall 2021",5,6,"short-term",4,7,11,7,7,7,1,6,7,1,4,5,7,7,6,6,3,6,3,1,NA,7,7,6,7,7,2,6,1,6,5,6,2,2,7,7,6,7,3,6,6
"A1ZT0TLZZTT47M",4,"work on my poetry every day",5,6,"recurrance",3,7,8,7,6,5,2,4,4,1,4,1,3,7,6,2,1,2,2,3,1,6,6,3,4,7,2,6,1,6,4,2,2,5,4,6,3,3,4,2,1
"A1ZT0TLZZTT47M",5,"find more online contract income",5,6,"recurrance",5,7,10,7,5,6,6,6,5,5,4,2,6,7,5,2,1,6,2,1,1,6,6,6,6,6,5,2,2,5,4,5,2,5,5,6,6,2,4,5,3
"A1561P9VVA3C1C",1,"My goal is to get my legs and knees stronger so that I can go hiking in Utah in four months. ",3,3,"recurrance",4,7,6,7,7,6,5,5,4,3,1,3,2,5,7,2,3,4,1,1,2,7,7,3,7,3,4,1,1,2,7,6,1,6,7,5,7,7,3,7,6
"A1561P9VVA3C1C",2,"My goal is to replace the fence posts that are rotten in the next three months. ",3,3,"short-term",4,7,8,7,6,6,1,5,4,3,1,2,1,5,6,1,3,3,3,2,2,1,7,5,6,7,1,1,2,4,7,5,3,7,7,3,6,7,3,6,7
"A1561P9VVA3C1C",3,"My goal is to start investing money for retirement in within six months. ",3,3,"long-term",3,7,3,5,6,6,3,3,4,7,2,3,4,5,6,3,2,7,1,3,1,7,7,2,7,8,6,1,5,4,7,7,3,7,7,5,7,6,3,7,5
"A2PE32I58ANCDD",1,"My goal is to treat my best friend better. This will be ongoing. Specifically our main communication is via email. I tend to be judgmental of her and her decisions. Her emails are also riddled with typos and I point those out when I should just overlook them.",2,2,"recurrance",6,4,6,3,5,5,1,5,4,5,2,2,5,6,5,4,NA,5,4,3,NA,6,5,5,5,6,3,2,6,6,5,2,2,5,4,6,6,4,NA,3,2
"A2PE32I58ANCDD",2,"My goal is to worry less. I worry over almost everything. I want to try to refrain from worrying over what I cannot change. I want to let what is going to happen anyway just happen and tehn take action rather than worry so much ahead of time.",2,2,"recurrance",6,2,6,3,5,5,5,3,4,6,2,1,6,6,7,4,NA,3,3,3,NA,6,5,3,4,8,5,2,2,5,3,5,3,5,5,4,6,5,NA,3,4
"APY7YO8CH0ZDP",1,"I want to continue to lose  weight, I have lost some over the last several months but want and need to lose more. Hoping to lose more weight in the next few months.",3,3,"recurrance",4,7,8,3,7,7,6,5,7,7,1,6,7,7,7,3,3,3,5,3,1,5,7,4,7,8,6,1,4,4,4,5,1,7,7,4,6,7,3,5,6
"APY7YO8CH0ZDP",2,"Eat more healthy as much as my budget by eating more fruits and vegetables daily and get my blood sugars under control again. Hoping to make this a daily practice in the next 2 months.",3,3,"recurrance",4,7,9,1,6,6,7,7,7,5,1,7,7,7,4,1,2,4,1,3,1,7,7,7,7,6,4,4,2,3,4,4,1,4,7,4,4,7,4,7,4
"APY7YO8CH0ZDP",3,"Learning to be patient with myself and with dealing with daily problems of life, need to reduce stress.",3,3,"recurrance",4,5,6,1,6,5,6,4,7,4,2,4,6,7,4,5,2,7,1,3,1,7,7,3,7,7,3,1,1,6,5,4,1,3,7,5,4,5,4,4,2
"A1OR82RF1ZFWP",1,"My first goal is to quit smoking completely starting immediately.",3,3,"recurrance",7,1,10,3,6,6,7,6,7,5,1,2,7,7,6,7,1,7,6,3,1,7,7,6,7,6,5,2,6,7,6,6,7,6,7,6,7,7,2,6,6
"A1OR82RF1ZFWP",2,"My second goal is to paint my kitchen cabinets within the next three months.",3,3,"short-term",7,7,8,7,6,6,2,6,5,2,1,2,4,7,5,7,3,5,1,1,2,3,6,5,5,6,1,1,3,3,5,5,1,6,5,7,4,6,3,2,4
"A1OR82RF1ZFWP",3,"My third goal is to exercise more by walking daily every day in the next 3 months.",3,3,"recurrance",6,5,9,1,6,5,6,6,7,5,2,2,5,5,3,5,2,6,1,1,1,6,6,5,6,4,4,5,5,6,6,6,2,4,7,6,6,6,1,2,5
"A2TLN8489YGY81",1,"My single greatest goal that I am focusing on right now is to continue improving my finances over the next three months.",1,1,"recurrance",4,7,8,6,6,4,4,6,7,7,4,4,4,4,4,7,1,5,3,3,1,4,7,6,7,7,7,1,5,7,4,4,1,1,7,6,7,1,3,3,7
"A3M81P9BEVE1GD",1,"My Goal is Gaining the Knowledge for daily.",5,5,"short-term",6,2,9,2,6,6,6,7,5,6,6,6,6,5,5,7,3,6,5,2,1,6,7,7,7,6,5,5,5,6,6,5,5,4,7,7,6,6,3,4,5
"A3M81P9BEVE1GD",2,"My Goal is Decrease the Angry.",5,5,"recurrance",6,2,10,1,5,6,6,5,4,7,7,4,5,7,5,6,2,6,5,1,2,5,5,5,5,6,6,6,7,7,7,5,7,6,4,5,5,7,3,6,6
"A3M81P9BEVE1GD",3,"My Goal is Improving the Friends.",5,5,"recurrance",5,2,7,1,6,7,5,6,5,7,5,7,6,7,6,7,2,5,6,1,1,7,5,5,5,8,6,4,7,5,7,6,5,7,5,5,7,4,3,6,7
"A3M81P9BEVE1GD",4,"My Goal is achieve the higher Position.",5,5,"short-term",5,1,6,1,6,7,6,5,5,5,5,6,7,6,7,7,3,7,5,2,2,6,6,7,6,7,6,5,6,7,5,5,6,5,4,5,5,3,4,7,5
"A3M81P9BEVE1GD",5,"My Goal  is improve the peaceful life for everytime.",5,5,"long-term",7,1,8,3,7,5,5,6,7,6,7,5,5,5,7,7,2,5,6,2,1,5,5,6,7,8,5,5,5,5,7,6,6,7,6,6,4,6,4,5,7
"A16Z9FSSF1X74O",1,"My goal is to quit smoking forever.",5,5,"recurrance",4,1,11,7,7,5,7,7,7,7,1,5,NA,7,7,4,3,7,3,3,1,7,7,7,7,8,7,1,5,1,7,5,3,7,7,7,7,7,1,7,7
"A16Z9FSSF1X74O",2,"My goal is to lose weight and build strength over the next year.",5,5,"long-term",7,7,6,7,7,6,7,5,4,7,1,4,1,7,7,4,1,3,1,3,1,7,7,5,4,8,6,5,1,1,7,2,1,7,4,5,7,3,4,1,3
"A16Z9FSSF1X74O",3,"My goal is to be able to roller skate again within the next three months.",5,5,"short-term",3,7,9,7,7,6,6,6,4,2,1,4,4,7,4,3,1,1,1,2,1,6,5,5,7,8,6,7,1,1,4,1,1,6,2,6,4,7,3,1,1
"A16Z9FSSF1X74O",4,"My goal is to save enough money for Christmas over the next nine months.",5,5,"recurrance",4,7,9,7,5,5,1,6,6,5,1,1,1,7,4,1,3,4,1,1,1,1,3,5,4,6,1,6,1,2,7,5,1,2,3,7,4,6,3,3,1
"A16Z9FSSF1X74O",5,"My goal is to make sure my husband gets the care he needs for his disability for the rest of his life.",5,5,"recurrance",6,7,12,1,5,5,1,7,7,4,6,1,7,7,4,7,1,7,7,1,1,4,7,7,7,8,1,1,5,7,4,6,1,1,7,5,6,7,4,7,7
"AH00EJ6PK1H3A",1,"I have a goal to get back into a little bit better shape again and shed roughly 7lbs.",3,3,"short-term",6,7,10,5,6,6,7,7,7,5,1,1,4,7,4,6,3,1,1,1,2,6,7,7,7,4,4,3,4,7,7,4,1,3,6,7,5,6,3,4,1
"AH00EJ6PK1H3A",2,"I want to get back into reading regularly (at least 5 days a week).",3,3,"recurrance",7,7,6,2,4,4,2,7,4,4,1,4,1,7,2,2,2,1,1,3,1,4,6,4,4,6,4,4,1,4,7,1,1,5,2,7,4,7,2,1,1
"AH00EJ6PK1H3A",3,"I want to start writing again about once a week just to explore my creativity.",3,3,"recurrance",7,7,5,3,6,6,3,6,4,3,1,4,4,7,4,5,1,4,1,3,1,5,6,5,7,8,2,6,1,5,7,1,1,6,3,5,4,5,2,1,1
"AUQTHU5AOZVQC",1,"My goal is to get to my target weight of 165 pounds within the next month.",5,15,"short-term",7,6,11,6,7,7,7,7,7,7,2,3,5,7,5,7,3,4,5,3,2,7,7,7,7,8,7,4,7,6,7,7,2,3,7,7,7,7,3,6,7
"AUQTHU5AOZVQC",2,"My goal is to finish constructing my sound booth for my voice overs within the next month.",5,15,"short-term",7,7,11,7,7,7,3,7,7,3,4,6,7,7,4,5,3,3,7,2,2,7,7,7,7,7,7,5,7,7,7,7,1,4,7,7,5,7,2,7,7
"AUQTHU5AOZVQC",3,"My goal is to get to the point where I am earning over three thousand dollars each month within the next three months.",5,15,"short-term",4,7,7,7,7,7,7,6,7,6,1,7,6,7,7,7,2,7,4,3,1,7,7,7,7,8,7,4,7,6,7,7,3,2,7,6,7,7,3,7,7
"AUQTHU5AOZVQC",4,"My goal is to begin selling my t-shirt designs online as a passive income.",5,15,"short-term",6,7,9,7,7,7,6,5,7,4,3,7,5,6,3,4,1,7,3,1,1,7,7,7,7,7,7,2,7,7,7,5,1,2,7,5,7,6,3,5,6
"AUQTHU5AOZVQC",5,"My goal is to exercise at least five days a week in the rest of 2021.",5,15,"recurrance",7,7,10,1,7,7,7,7,7,7,2,6,4,6,4,7,3,7,6,3,1,7,7,7,7,7,7,4,7,7,7,4,2,3,7,7,7,7,4,6,3
"A169WH54HMYS5Z",1,"My goal is to live a healthier lifestyle by exercising more and eating better.",3,3,"recurrance",7,7,8,1,7,7,7,7,7,7,1,1,7,7,4,5,2,7,3,3,1,7,7,7,7,6,7,4,3,7,7,4,1,4,7,7,7,6,NA,7,3
"A169WH54HMYS5Z",2,"My goal is to start learning Italian",3,3,"recurrance",4,7,7,7,7,7,1,7,5,4,4,1,4,7,6,3,2,1,1,2,1,5,4,7,6,8,5,7,2,6,5,3,1,4,5,7,6,4,NA,5,4
"A169WH54HMYS5Z",3,"My goal is to save 150.00 every month for emergencies",3,3,"recurrance",4,7,8,1,7,6,7,6,7,6,1,1,7,7,5,6,3,4,5,3,1,7,7,7,7,6,7,3,7,7,7,6,2,3,7,5,7,7,4,7,NA
"A248PLZABUKB62",1,"Closely monitor and see to it that my youngest sister successfully completes her rehabilitation program for heroin addiction",5,5,"short-term",5,4,9,4,7,7,5,6,7,2,7,5,7,4,5,5,1,7,5,1,2,4,7,7,7,3,5,1,7,7,5,3,5,1,7,5,7,6,3,7,7
"A248PLZABUKB62",2,"Provide mentoring and tutoring to my sister's children to help them achieve better grades in the final trimester of school",5,5,"short-term",5,4,9,4,7,6,2,7,7,2,5,5,7,7,4,6,3,7,5,1,2,2,7,7,7,3,4,4,6,7,7,2,2,1,7,7,7,7,3,7,7
"A248PLZABUKB62",3,"Ensure that my own children are properly mentored and tutored so they maintain their grades and mood as their cousins move in with us",5,5,"short-term",5,4,9,4,6,6,2,7,7,5,5,5,7,5,4,5,3,7,4,1,2,2,7,7,7,3,6,2,7,7,7,4,2,1,7,7,7,5,3,7,7
"A248PLZABUKB62",4,"Reestablish my strength levels on the so-called ""Big 3"" lifts: deadlifts, squats, and bench press",5,5,"short-term",4,6,10,5,4,4,5,7,5,3,4,2,3,7,4,4,3,3,1,1,2,7,5,7,5,2,3,6,3,4,7,4,1,3,5,7,4,7,3,2,4
"A248PLZABUKB62",5,"Improve my cardiovascular fitness by running a 6 minute mile",5,5,"short-term",5,7,8,7,6,6,7,7,6,6,4,3,3,7,6,5,3,2,1,1,2,7,5,7,5,2,3,5,2,4,7,2,1,2,5,6,5,7,3,3,2
"A2H92K2776A1IC",1,"I would like to lose 15 pounds over the next 3 months.",4,4,"short-term",5,7,9,7,7,7,6,7,7,6,1,4,5,7,7,7,3,4,2,3,2,7,7,7,7,8,5,3,5,4,7,7,2,4,7,7,5,7,3,6,6
"A2H92K2776A1IC",2,"I would like to increase my run distance from 8 miles to 12 miles over the next 6 weeks.",4,4,"short-term",5,7,10,6,7,7,5,7,7,NA,2,5,3,7,5,7,3,7,1,1,1,5,5,7,6,3,4,6,1,3,7,6,3,2,7,6,5,7,2,4,4
"A2H92K2776A1IC",3,"I would like to decrease my credit card debt by $1000 over the next 2 months",4,4,"short-term",5,7,11,7,7,7,5,7,7,6,2,5,3,7,4,4,3,NA,5,1,1,5,6,7,7,6,6,1,5,5,7,6,5,2,7,7,7,7,3,5,6
"A2H92K2776A1IC",4,"I would like to add $1500 to my savings account.",4,4,"short-term",5,7,10,7,7,7,3,7,7,5,3,5,3,7,4,7,3,NA,1,1,1,5,7,7,5,4,6,1,3,4,7,6,2,2,7,7,6,7,2,4,6
"A1H5Q9HRH4RPZU",1,"My goal is to cut out sugar from my diet.",3,3,"recurrance",3,1,5,3,3,3,5,5,6,5,3,5,3,6,6,4,1,4,2,2,1,5,5,2,5,8,5,1,3,3,3,5,2,6,4,4,5,5,4,5,5
"A1H5Q9HRH4RPZU",2,"My goal is to get to 25k net worth.",3,3,"long-term",5,6,9,7,6,5,6,6,7,6,2,5,4,6,5,6,3,3,2,1,2,6,6,6,5,7,7,4,5,4,7,4,3,2,6,6,6,7,3,5,5
"A1H5Q9HRH4RPZU",3,"My goal is to get to the doctor.",3,3,"short-term",4,5,6,3,4,3,7,3,4,7,4,4,5,5,3,4,1,5,3,1,1,5,7,4,4,7,5,3,5,4,4,5,5,6,5,5,6,4,3,5,5
"A3O0ZQMDKOKAMR",1,"I would like to start saving more for my retirement and I have started putting extra money every week in my savings account.",2,2,"recurrance",5,7,8,6,6,6,7,6,7,5,3,5,6,6,4,4,2,7,3,1,1,6,7,6,7,7,6,3,5,5,6,6,2,2,7,5,6,6,4,5,6
"A3O0ZQMDKOKAMR",2,"I am striving for a promotion at work. I think that I will succeed in this within the next year.",2,2,"long-term",6,7,9,6,6,7,6,6,7,6,2,4,7,6,5,6,1,7,1,1,NA,6,7,6,7,7,7,5,2,6,6,6,1,2,7,6,6,6,3,4,6
"A3E76V59BKGKCQ",1,"My goal is to buy a house within the next three years. ",3,2,"long-term",7,4,4,7,7,7,7,6,7,6,2,6,7,7,6,6,3,6,4,1,2,7,6,5,7,8,7,6,5,7,5,6,4,3,5,5,7,6,4,4,7
"A3E76V59BKGKCQ",2,"My goal is to save money for my future every day. ",3,2,"recurrance",7,7,10,1,6,6,7,7,6,5,3,7,4,7,2,6,1,6,6,3,1,7,6,7,7,7,7,7,6,7,7,7,5,2,6,7,7,6,4,7,7
"A3E76V59BKGKCQ",3,"My goal is to get fit within this summer. ",3,2,"short-term",6,7,5,3,6,6,7,6,4,6,1,2,2,7,7,7,1,3,2,3,1,7,6,6,6,6,4,4,3,3,6,5,3,7,5,7,6,6,3,4,2
"A2RMJNF6IPI42F",1,"Stand up straighter.",5,5,"long-term",5,7,10,7,3,6,7,7,4,2,1,4,3,7,5,2,2,1,2,3,1,4,7,7,6,8,3,2,2,4,4,4,1,6,4,7,7,7,4,4,1
"A2RMJNF6IPI42F",2,"Improve oral health.",5,5,"long-term",5,4,9,5,6,6,7,6,4,7,1,4,2,7,4,3,1,1,1,3,1,4,7,5,7,8,4,1,4,4,5,1,4,6,7,5,7,6,4,7,1
"A2RMJNF6IPI42F",3,"Lose weight.",5,5,"long-term",2,7,3,7,6,5,6,5,4,7,3,4,2,7,7,4,2,7,2,3,1,5,7,4,7,8,5,1,4,4,6,1,4,5,7,4,7,6,4,6,1
"A2RMJNF6IPI42F",4,"Pay off debts.",5,5,"long-term",4,7,9,7,3,2,4,5,6,7,3,3,1,7,7,5,2,6,7,3,1,5,6,5,7,8,6,1,6,4,7,1,2,3,4,3,7,7,4,6,1
"A2RMJNF6IPI42F",5,"Be more active.",5,5,"long-term",2,7,5,7,5,6,6,4,3,7,4,5,4,7,7,5,1,7,6,3,1,4,7,4,7,8,6,1,6,4,5,1,4,7,7,4,7,3,4,6,1
"ALDQRWYZ8KQ9A",1,"I wan to lose 20 pounds in 2021.",3,3,"long-term",7,7,2,7,7,4,5,7,5,7,3,2,5,7,7,4,3,2,1,3,2,7,5,6,6,8,3,1,6,4,7,1,2,6,6,3,6,7,3,5,1
"ALDQRWYZ8KQ9A",2,"I want to earn at least $700 each month on MTurk from April through June.",3,3,"recurrance",6,7,9,1,5,5,7,7,7,3,5,1,3,5,5,7,2,2,2,1,1,4,7,7,7,5,2,1,6,6,7,1,2,2,7,7,5,6,3,7,3
"ALDQRWYZ8KQ9A",3,"I want to collect and dispose of a bag of trash from my basement every week through June.",3,3,"recurrance",7,7,6,3,6,4,2,6,5,5,3,2,2,7,5,3,3,2,2,3,1,2,6,6,6,7,1,1,6,4,7,1,4,6,7,6,6,7,3,7,5
"A2F5QCUTZU7KF7",1,"My goal is to continue exercising for 2 hours every single day of the week.",3,3,"recurrance",7,7,11,1,6,6,6,7,7,5,2,3,3,7,3,7,3,5,2,1,1,7,7,5,6,8,6,7,2,7,3,7,2,1,7,7,7,5,4,4,6
"A2F5QCUTZU7KF7",2,"My goal is to increase my income at my work as a manager by 10% within this year.",3,3,"long-term",5,7,9,7,7,7,7,5,7,5,4,5,2,6,6,7,3,5,5,2,2,6,7,5,7,7,5,3,3,5,5,4,5,1,6,6,7,6,3,4,5
"A2F5QCUTZU7KF7",3,"My goal is to continue taking my children hiking in the mountains once every single month.",3,3,"recurrance",7,7,10,1,7,7,6,6,7,3,2,4,4,5,3,4,1,6,2,1,1,7,6,5,7,8,5,6,2,6,2,6,2,2,6,7,7,5,4,2,6
"A2B0FLA55RH047",1,"advancing my career and increasing earnings",4,4,"long-term",4,6,9,6,7,5,7,6,7,7,2,4,5,6,4,7,2,7,3,3,1,7,7,6,7,8,7,3,5,7,4,7,5,3,6,5,7,4,4,4,5
